"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","49.911383768881578","49.911383768881578","49.911383768881578","-5.4463299993301306e-17","0.0","-1.6926695951405512e-17"
"20.0","9.9743974500224084","9.9743974500224066","9.974397450022412","-1.3459595317633204e-17","0.0","-7.3614429738174282e-18"
"30.0","5.4773286453061329","5.4773286453061329","5.4773286453061329","-6.5137070269469731e-18","0.0","-3.763706109286647e-18"
"40.0","4.0020970938124414","4.0020970938124423","4.0020970938124414","-4.2186720676327512e-18","0.0","-2.4896208292764593e-18"
"50.0","3.231782707372695","3.231782707372695","3.231782707372695","-3.1100191348060157e-18","0.0","-1.8506541611973845e-18"
"60.0","2.7320550992884325","2.7320550992884329","2.7320550992884325","-2.4633129325338868e-18","0.0","-1.4712243041346011e-18"
"70.0","2.3718163439513806","2.3718163439513811","2.3718163439513806","-2.0413870814262881e-18","0.0","-1.2215766471392888e-18"
"80.0","2.0966506375407703","2.0966506375407703","2.0966506375407703","-1.7447919343617593e-18","0.0","-1.0453102569797998e-18"
"90.0","1.8786274072665703","1.8786274072665703","1.8786274072665703","-1.5248974514743823e-18","0.0","-9.14286712257541e-19"
"100.0","1.7013396872681548","1.7013396872681545","1.7013396872681548","-1.3552569894586307e-18","0.0","-8.1303352933170818e-19"
"110.0","1.554284824198968","1.5542848241989677","1.554284824198968","-1.2203072616545654e-18","0.0","-7.3238723865822101e-19"
"120.0","1.4303421650967865","1.4303421650967862","1.4303421650967865","-1.1103111102555812e-18","0.0","-6.6659197168309058e-19"
"130.0","1.3244819550910409","1.3244819550910409","1.3244819550910409","-1.0188705261218358e-18","0.0","-6.1185563284620864e-19"
"140.0","1.233039059693428","1.233039059693428","1.233039059693428","-9.4160967543842023e-19","0.0","-5.6557967638944111e-19"
"150.0","1.1532756006287586","1.1532756006287586","1.1532756006287586","-8.7543432478203108e-19","0.0","-5.2592390898045036e-19"
"160.0","1.0831039077228306","1.0831039077228306","1.0831039077228306","-8.1809409052138341e-19","0.0","-4.9154840173328247e-19"
"170.0","1.0209040498128426","1.0209040498128426","1.0209040498128426","-7.6791254800251661e-19","0.0","-4.6145399065428448e-19"
"180.0","0.96539985578941356","0.96539985578941334","0.96539985578941345","-7.2361471935259067e-19","0.0","-4.3488014127542283e-19"
"190.0","0.9155724831037334","0.91557248310373318","0.9155724831037334","-6.8421330723258809e-19","0.0","-4.112374965741358e-19"
"200.0","0.87059883481549605","0.87059883481549605","0.87059883481549605","-6.4893159529344334e-19","0.0","-3.9006211012471603e-19"
"210.0","0.8298068459522423","0.82980684595224208","0.82980684595224241","-6.1714992804793215e-19","0.0","-3.70983643937973e-19"
"220.0","0.79264247516710085","0.79264247516710062","0.79264247516710085","-5.8836775967291096e-19","0.0","-3.5370279760884022e-19"
"230.0","0.75864497477462045","0.75864497477462045","0.75864497477462045","-5.6217622699608157e-19","0.0","-3.3797498382819831e-19"
"240.0","0.72742811513837569","0.72742811513837569","0.72742811513837591","-5.3823798779057587e-19","0.0","-3.2359831981518726e-19"
"250.0","0.69866575699724953","0.69866575699724953","0.69866575699724953","-5.1627217050482659e-19","0.0","-3.1040465754191885e-19"
"260.0","0.67208064233852161","0.67208064233852161","0.67208064233852172","-4.9604298220867585e-19","0.0","-2.9825279032774929e-19"
"270.0","0.64743559757785141","0.64743559757785163","0.64743559757785152","-4.7735097575011764e-19","0.0","-2.8702324247875862e-19"
