57.83	-7.193
58.75	-7.242
59.68	-7.285
60.62	-7.321
61.56	-7.352
62.52	-7.376
63.49	-7.395
64.46	-7.408
65.45	-7.417
66.45	-7.421
67.45	-7.420
68.47	-7.416
69.50	-7.407
70.53	-7.394
71.58	-7.378
72.64	-7.359
73.71	-7.336
74.79	-7.311
#75.88	-7.282
#76.97	-7.251
#78.08	-7.217
