"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","69.655016475455042","69.655016475455042","69.655016475455042","-1.6136860215163889e-17","0.0","2.3067462008625032e-16"
"20.0","16.774596453535299","16.774596453535302","16.774596453535299","7.7152219975014021e-18","0.0","3.0007306900539382e-17"
"30.0","11.606074390564938","11.606074390564936","11.606074390564938","5.5856314292986925e-18","0.0","1.4501627412495269e-17"
"40.0","9.3103357898189945","9.3103357898189945","9.3103357898189945","3.9151348614042063e-18","0.0","9.1288941673667548e-18"
"50.0","7.800731970189795","7.800731970189795","7.800731970189795","2.9199270703823099e-18","0.0","6.5329977231435361e-18"
"60.0","6.6991266471059081","6.6991266471059108","6.6991266471059099","2.3050556768853347e-18","0.0","5.0562911659614898e-18"
"70.0","5.8583479875941631","5.8583479875941631","5.8583479875941631","1.8988333010142791e-18","0.0","4.1198012797140268e-18"
"80.0","5.1974491222557742","5.1974491222557742","5.1974491222557742","1.6137678705903541e-18","0.0","3.4778569258517534e-18"
"90.0","4.6658085551376605","4.6658085551376596","4.6658085551376605","1.40369034189661e-18","0.0","3.0117473250864915e-18"
"100.0","4.2298557282734688","4.2298557282734706","4.2298557282734697","1.2427319629792345e-18","0.0","2.6581968359619578e-18"
"110.0","3.8664863345108129","3.8664863345108134","3.8664863345108129","1.1155197056515308e-18","0.0","2.3807702289117481e-18"
"120.0","3.5593354427774813","3.5593354427774808","3.5593354427774813","1.0124290473690358e-18","0.0","2.1571424054326049e-18"
"130.0","3.2965263626663828","3.2965263626663828","3.2965263626663828","9.2715819335097639e-19","0.0","1.9729210465185766e-18"
"140.0","3.0692544868061238","3.0692544868061242","3.0692544868061238","8.5542001407747221e-19","0.0","1.8184288876266724e-18"
"150.0","2.8708684775725732","2.8708684775725741","2.8708684775725732","7.9420101518386766e-19","0.0","1.6869252203077969e-18"
"160.0","2.696258423235216","2.6962584232352156","2.696258423235216","7.413226514887968e-19","0.0","1.5735722123442818e-18"
"170.0","2.5414389469709335","2.5414389469709331","2.5414389469709335","6.9517133180627038e-19","0.0","1.4748077015604654e-18"
"180.0","2.4032592238381754","2.4032592238381754","2.4032592238381754","6.5452645004353354e-19","0.0","1.3879502064267104e-18"
"190.0","2.2791974572660592","2.27919745726606","2.2791974572660592","6.1844748380201545e-19","0.0","1.3109419884924501e-18"
"200.0","2.1672127054395758","2.1672127054395758","2.1672127054395758","5.8619785527703715e-19","0.0","1.2421770992672096e-18"
"210.0","2.0656363720893096","2.0656363720893092","2.0656363720893092","5.5719234293420134e-19","0.0","1.1803833784202695e-18"
"220.0","1.9730915972842866","1.9730915972842868","1.9730915972842871","5.3095997597224071e-19","0.0","1.1245396508685298e-18"
"230.0","1.8884325808065257","1.8884325808065257","1.8884325808065257","5.0711734709493485e-19","0.0","1.073816455192255e-18"
"240.0","1.8106983518968682","1.8106983518968685","1.8106983518968682","4.8534908440641442e-19","0.0","1.0275328513042129e-18"
"250.0","1.7390771491439969","1.7390771491439969","1.7390771491439969","4.6539333718410102e-19","0.0","9.8512443411860201e-19"
