"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","239.98438053154075","239.98438053154078","239.98438053154075","3.9139768518974682e-16","0.0","1.2324205958205247e-15"
"20.0","29.555073678420321","29.555073678420328","29.555073678420321","1.7701055328691414e-17","0.0","1.1311200506069186e-16"
"30.0","13.851922704039801","13.851922704039801","13.851922704039801","2.1105831369745307e-20","0.0","3.8364909661482695e-17"
"40.0","9.5173482870012194","9.5173482870012194","9.5173482870012194","-2.571025314227463e-18","0.0","1.9988861769445826e-17"
"50.0","7.5046483933003101","7.504648393300311","7.5046483933003101","-2.9444273256732096e-18","0.0","1.2756176405916563e-17"
"60.0","6.2848344947799246","6.2848344947799255","6.2848344947799246","-2.8377019080126775e-18","0.0","9.1448335312151573e-18"
"70.0","5.435699084178534","5.4356990841785349","5.435699084178534","-2.6248926785740972e-18","0.0","7.0580208200422672e-18"
"80.0","4.798178744779114","4.7981787447791158","4.798178744779114","-2.4038660360912542e-18","0.0","5.7260662570603103e-18"
"90.0","4.2972903431433496","4.2972903431433505","4.2972903431433487","-2.2010426660958189e-18","0.0","4.8124800948206827e-18"
"100.0","3.8916436436098572","3.8916436436098567","3.8916436436098572","-2.0218494751335447e-18","0.0","4.1509531808761801e-18"
"110.0","3.5558052415061359","3.5558052415061354","3.5558052415061359","-1.8653271367445377e-18","0.0","3.6513947902417195e-18"
"120.0","3.2729666352468687","3.2729666352468683","3.2729666352468687","-1.7287778804074607e-18","0.0","3.2613838163816769e-18"
"130.0","3.0314388201976801","3.0314388201976792","3.0314388201976801","-1.6092970467086477e-18","0.0","2.9486122822505332e-18"
"140.0","2.8227841306512165","2.822784130651216","2.8227841306512165","-1.5042535546287846e-18","0.0","2.6922039620673154e-18"
"150.0","2.6407351057417694","2.6407351057417685","2.6407351057417694","-1.4114034961195877e-18","0.0","2.4781251016397896e-18"
"160.0","2.4805286062048628","2.4805286062048628","2.4805286062048624","-1.3288782051943757e-18","0.0","2.2966199278891388e-18"
"170.0","2.3384756650414342","2.3384756650414347","2.3384756650414338","-1.2551347841912889e-18","0.0","2.1407087343402421e-18"
"180.0","2.2116730556385011","2.2116730556385011","2.2116730556385011","-1.1889010182323502e-18","0.0","2.0052721205602758e-18"
"190.0","2.0978040012558501","2.0978040012558505","2.0978040012558501","-1.1291254680573457e-18","0.0","1.8864727622974946e-18"
"200.0","1.9949970297622324","1.9949970297622324","1.9949970297622324","-1.0749355233456104e-18","0.0","1.7813789496054086e-18"
"210.0","1.9017239012749632","1.9017239012749625","1.9017239012749636","-1.0256032813251682e-18","0.0","1.6877127670994068e-18"
"220.0","1.8167244541719492","1.8167244541719494","1.8167244541719492","-9.8051819033749472e-19","0.0","1.6036775474876862e-18"
"230.0","1.7389503937816191","1.7389503937816193","1.7389503937816191","-9.391652366068638e-19","0.0","1.5278370710476004e-18"
"240.0","1.667522658915916","1.6675226589159156","1.6675226589159158","-9.011075615295195e-19","0.0","1.459029339837454e-18"
"250.0","1.6016986798076283","1.6016986798076283","1.6016986798076283","-8.6597258016662295e-19","0.0","1.3963039450548261e-18"
"260.0","1.5408469466718375","1.5408469466718373","1.5408469466718373","-8.3344085487108262e-19","0.0","1.3388758442155534e-18"
"270.0","1.484427052109762","1.4844270521097622","1.484427052109762","-8.0323713647971995e-19","0.0","1.2860907520277652e-18"
"280.0","1.4319738806546733","1.4319738806546729","1.4319738806546731","-7.7512311443168409e-19","0.0","1.2373988822146692e-18"
"290.0","1.3830849743331417","1.3830849743331417","1.3830849743331417","-7.4889151895734668e-19","0.0","1.1923347822913652e-18"
"300.0","1.337410354714516","1.337410354714516","1.337410354714516","-7.2436129764031012e-19","0.0","1.1505016738145887e-18"
"310.0","1.2946442623784336","1.2946442623784336","1.2946442623784336","-7.013736497897069e-19","0.0","1.1115591656855715e-18"
"320.0","1.2545184057712095","1.2545184057712093","1.2545184057712095","-6.7978874916407027e-19","0.0","1.0752135217674667e-18"
"330.0","1.216796407666533","1.2167964076665327","1.216796407666533","-6.5948302189775293e-19","0.0","1.0412098834446894e-18"
"340.0","1.1812692088792831","1.1812692088792831","1.1812692088792831","-6.4034687453107728e-19","0.0","1.0093260032282115e-18"
"350.0","1.147751242418583","1.147751242418583","1.1477512424185832","-6.2228278878619703e-19","0.0","9.7936715708847235e-19"
"360.0","1.1160772317564069","1.1160772317564067","1.1160772317564069","-6.0520371664776333e-19","0.0","9.5116198420886499e-19"
