49.23	-7.8732841
50.01	-7.9208907
50.8	-7.9617098
51.6	-7.9961052
52.4	-8.0244357
53.22	-8.0470764
54.04	-8.0643784
54.87	-8.076647
55.71	-8.0841107
56.56	-8.0869583
57.42	-8.0853771
58.28	-8.0795663
59.16	-8.0697282
60.04	-8.0560706
60.93	-8.0387966
61.83	-8.018096
62.74	-7.9941238
#63.66	-7.967114
#64.59	-7.9372154
#65.52	-7.9045937
#66.47	-7.8694048
