"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","107.0050456695263","107.00504566952631","107.0050456695263","-1.537026231771533e-16","0.0","-2.1853674161604957e-16"
"20.0","22.537009640517855","22.537009640517851","22.537009640517855","-1.9723394737324617e-17","0.0","-2.4286431117046256e-17"
"30.0","15.216101868677121","15.216101868677127","15.216101868677125","-8.0953008546109259e-18","0.0","-1.0416746283200227e-17"
"40.0","12.174462481892432","12.174462481892434","12.174462481892432","-5.0137374355736867e-18","0.0","-6.7488913450839383e-18"
"50.0","10.207004076020411","10.207004076020411","10.207004076020411","-3.6810211218901175e-18","0.0","-5.1330868055066283e-18"
"60.0","8.7740563910397338","8.7740563910397356","8.7740563910397338","-2.9364834944048447e-18","0.0","-4.1990197408092202e-18"
"70.0","7.6791542624969678","7.6791542624969678","7.6791542624969678","-2.4556630681694509e-18","0.0","-3.5738405009735049e-18"
"80.0","6.8171730258320071","6.8171730258320071","6.8171730258320071","-2.1164086272116674e-18","0.0","-3.118906922389072e-18"
"90.0","6.1228202999510364","6.1228202999510355","6.1228202999510364","-1.8626747668579318e-18","0.0","-2.7700938376644746e-18"
"100.0","5.5527970751723172","5.5527970751723181","5.5527970751723172","-1.6649717317262485e-18","0.0","-2.4929295254478157e-18"
"110.0","5.0772484662676467","5.0772484662676476","5.0772484662676467","-1.5061847786862189e-18","0.0","-2.2668610937499733e-18"
"120.0","4.6749824541871661","4.6749824541871661","4.6749824541871661","-1.3756350305579422e-18","0.0","-2.0787065892007614e-18"
"130.0","4.3305883775883949","4.3305883775883949","4.3305883775883949","-1.2662811314573016e-18","0.0","-1.9195484587811548e-18"
"140.0","4.0326219750003505","4.0326219750003505","4.0326219750003505","-1.1732748224847777e-18","0.0","-1.7831046376688751e-18"
"150.0","3.7724251276463625","3.7724251276463616","3.7724251276463625","-1.0931596758780734e-18","0.0","-1.6648062891765033e-18"
"160.0","3.5433379953997264","3.5433379953997264","3.5433379953997264","-1.0234000862514597e-18","0.0","-1.5612434979702842e-18"
"170.0","3.3401609638482475","3.3401609638482475","3.340160963848247","-9.6209094586004547e-19","0.0","-1.4698159471674841e-18"
"180.0","3.1587796213337911","3.1587796213337911","3.1587796213337898","-9.0777148968409016e-19","0.0","-1.3885041598387237e-18"
"190.0","2.9958984919689389","2.9958984919689384","2.9958984919689389","-8.5930189274877013e-19","0.0","-1.3157148618650025e-18"
"200.0","2.8488487731701837","2.8488487731701837","2.8488487731701837","-8.1577910431954752e-19","0.0","-1.250173616794595e-18"
"210.0","2.7154473521206253","2.7154473521206253","2.7154473521206257","-7.7647801282800077e-19","0.0","-1.1908485555548855e-18"
"220.0","2.5938919510690295","2.5938919510690299","2.5938919510690299","-7.40809423952245e-19","0.0","-1.136895107673435e-18"
"230.0","2.4826821211542853","2.4826821211542858","2.4826821211542853","-7.0828947279856099e-19","0.0","-1.0876152455193498e-18"
"240.0","2.3805589937787985","2.3805589937787985","2.380558993778799","-6.7851698071885326e-19","0.0","-1.0424269611174472e-18"
"250.0","2.2864588236607313","2.2864588236607304","2.2864588236607313","-6.5115643864451712e-19","0.0","-1.0008410870126597e-18"
