44.76	-8.3910132
45.47	-8.4364327
46.19	-8.4751492
46.92	-8.5075045
47.65	-8.5338582
48.39	-8.5545979
49.14	-8.5700876
49.9	-8.5806203
50.66	-8.5863769
51.43	-8.5875117
52.21	-8.584188
53.00	-8.5766142
53.79	-8.5649936
54.59	-8.5495347
55.41	-8.530438
56.22	-8.5078982
#57.05	-8.4821028
#57.89	-8.4532234
#58.73	-8.4214269
#59.58	-8.3868741
#60.44	-8.3497291
