"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","221.20462663282103","221.20462663282112","221.20462663282103","2.1540637867901824e-15","2.5581346496491322e-16","5.3035093918697161e-16"
"20.0","27.64088351827024","27.640883518270233","27.640883518270236","1.4598769718479791e-16","2.8069940948480929e-17","5.2076537677021516e-17"
"30.0","13.066750282427606","13.066750282427607","13.066750282427606","4.2486032913923779e-17","-1.2047517546665878e-18","2.382723399457824e-17"
"40.0","9.0107299732159536","9.0107299732159518","9.0107299732159536","1.8905718006458777e-17","-7.5852773470820717e-18","1.6219263700698176e-17"
"50.0","7.1139088453658186","7.1139088453658186","7.1139088453658204","1.0010938138867953e-17","-9.2767461465770569e-18","1.2731825608237823e-17"
"60.0","5.9594081120893057","5.9594081120893057","5.9594081120893057","5.7914287169541545e-18","-9.5162646241120536e-18","1.0637890224607424e-17"
"70.0","5.1541451594764469","5.1541451594764478","5.1541451594764469","3.5255774756808683e-18","-9.2290748860678712e-18","9.1885432565940384e-18"
"80.0","4.5491137747841925","4.5491137747841925","4.5491137747841934","2.2094036721595243e-18","-8.7535641349360507e-18","8.1041209353240127e-18"
"90.0","4.0736699564076284","4.0736699564076284","4.0736699564076284","1.4011965513472672e-18","-8.2277860519079452e-18","7.253976522707979e-18"
"100.0","3.6886574984425433","3.6886574984425442","3.6886574984425424","8.8368678549479401e-19","-7.7098068559731564e-18","6.5665145069319376e-18"
"110.0","3.3699549094587118","3.3699549094587113","3.3699549094587118","5.4132557542186644e-19","-7.2231080913477005e-18","5.9979746632785628e-18"
"120.0","3.101598962025502","3.1015989620255024","3.1015989620255029","3.0892055939220454e-19","-6.7756516031820811e-18","5.5195483331292128e-18"
"130.0","2.8724814149755145","2.8724814149755145","2.872481414975514","1.4791464040842465e-19","-6.3684013787794818e-18","5.1112587256612556e-18"
"140.0","2.6745821007508148","2.6745821007508148","2.6745821007508148","3.4598739934329015e-20","-5.9992768521019884e-18","4.7587171576664792e-18"
"150.0","2.5019437687497277","2.5019437687497281","2.5019437687497277","-4.6093017679197516e-20","-5.6650207739578033e-18","4.4512540548220716e-18"
"160.0","2.3500396476859882","2.3500396476859877","2.3500396476859882","-1.040077236559216e-19","-5.36208060052442e-18","4.1807718722484306e-18"
"170.0","2.2153645089472249","2.2153645089472249","2.2153645089472249","-1.4574057811732536e-19","-5.087012267016147e-18","3.94100621901699e-18"
"180.0","2.0951603203388238","2.0951603203388238","2.0951603203388238","-1.7580411648045983e-19","-4.8366500789598895e-18","3.7270315748388245e-18"
"190.0","1.9872266484919112","1.9872266484919117","1.9872266484919112","-1.9734443307578801e-19","-4.6081624142734798e-18","3.5349204321100585e-18"
"200.0","1.8897863754916506","1.8897863754916508","1.8897863754916506","-2.1259168833580816e-19","-4.3990530117069314e-18","3.3615022815134311e-18"
"210.0","1.8013885976118638","1.8013885976118642","1.8013885976118638","-2.2315023935708663e-19","-4.2071379351659848e-18","3.2041895586568484e-18"
"220.0","1.7208371425742033","1.7208371425742033","1.7208371425742033","-2.3018947590820289e-19","-4.0305133095250145e-18","3.0608496439208763e-18"
"230.0","1.6471371143347282","1.6471371143347282","1.6471371143347282","-2.3457175722902765e-19","-3.8675212509429404e-18","2.9297092230452788e-18"
"240.0","1.5794543583569123","1.5794543583569118","1.5794543583569118","-2.3693967246776833e-19","-3.7167174652421741e-18","2.8092818140548817e-18"
"250.0","1.5170843379222687","1.5170843379222687","1.5170843379222687","-2.3777649762713448e-19","-3.5768419615727969e-18","2.6983121520942881e-18"
"260.0","1.4594279647378421","1.4594279647378419","1.4594279647378421","-2.3744868548900659e-19","-3.4467933061389345e-18","2.5957330216344996e-18"
"270.0","1.4059726355458961","1.4059726355458966","1.4059726355458961","-2.3623612154492509e-19","-3.3256063447986729e-18","2.5006314006641835e-18"
"280.0","1.3562772121478583","1.3562772121478586","1.3562772121478583","-2.3435392881492896e-19","-3.2124331026611156e-18","2.4122216545310471e-18"
"290.0","1.3099600208119926","1.309960020811993","1.3099600208119928","-2.3196835676324054e-19","-3.1065264900491747e-18","2.3298241249618894e-18"
"300.0","1.266689186563702","1.2666891865637022","1.266689186563702","-2.2920847792673553e-19","-3.0072264363236387e-18","2.2528478894415437e-18"
"310.0","1.2261747896304562","1.2261747896304565","1.2261747896304562","-2.2617487978086285e-19","-2.91394809831444e-18","2.1807767739946309e-18"
"320.0","1.1881624560267556","1.1881624560267552","1.1881624560267556","-2.2294618018010041e-19","-2.8261718286511378e-18","2.1131579257773787e-18"
"330.0","1.1524280858447615","1.152428085844762","1.1524280858447615","-2.1958395084273775e-19","-2.743434630980446e-18","2.0495924158087849e-18"
"340.0","1.1187734907749984","1.1187734907749984","1.1187734907749984","-2.1613646572114379e-19","-2.6653228689815107e-18","1.9897274637476725e-18"
"350.0","1.0870227633049734","1.0870227633049734","1.0870227633049734","-2.1264157453845995e-19","-2.5914660320986251e-18","1.9332499676809631e-18"
"360.0","1.0570192385499309","1.0570192385499311","1.0570192385499309","-2.0912891984268255e-19","-2.521531392322392e-18","1.8798810907158093e-18"
"370.0","1.0286229390349204","1.0286229390349206","1.0286229390349204","-2.0562165775421093e-19","-2.4552194132051702e-18","1.8293717086367402e-18"
"380.0","1.001708415320113","1.001708415320113","1.001708415320113","-2.0213780088102825e-19","-2.3922597949732221e-18","1.781498563208549e-18"
"390.0","0.97616291284332823","0.97616291284332812","0.97616291284332823","-1.9869127171291133e-19","-2.33240805859869e-18","1.7360609969226791e-18"
"400.0","0.95188480898866057","0.95188480898866068","0.95188480898866057","-1.9529273280480045e-19","-2.2754425875418852e-18","1.6928781693263511e-18"
"410.0","0.92878227509602929","0.92878227509602929","0.92878227509602929","-1.9195024388320453e-19","-2.221162059057758e-18","1.6517866741814404e-18"
"420.0","0.90677212658532591","0.90677212658532613","0.90677212658532591","-1.8866978402588385e-19","-2.169383207914999e-18","1.6126384917942497e-18"
"430.0","0.88577883109279432","0.88577883109279421","0.88577883109279443","-1.8545566812445148e-19","-2.1199388744782697e-18","1.57529922285316e-18"
"440.0","0.86573364989214519","0.86573364989214519","0.86573364989214519","-1.8231088012365668e-19","-2.0726762966710089e-18","1.5396465596987146e-18"
"450.0","0.84657389219300638","0.84657389219300616","0.84657389219300627","-1.7923734045453113e-19","-2.0274556116347334e-18","1.5055689586552923e-18"
"460.0","0.82824226539929913","0.82824226539929902","0.82824226539929902","-1.7623612121735595e-19","-1.9841485381509819e-18","1.472964483276772e-18"
"470.0","0.81068630724344326","0.81068630724344315","0.81068630724344326","-1.7330761971723041e-19","-1.9426372152768693e-18","1.441739793410436e-18"
"480.0","0.7938578880233258","0.79385788802332591","0.7938578880233258","-1.7045169868323214e-19","-1.9028131763142844e-18","1.4118092591030261e-18"
"490.0","0.77771277306240938","0.77771277306240949","0.77771277306240949","-1.6766779974618405e-19","-1.8645764403097075e-18","1.3830941817481049e-18"
"500.0","0.76221023707128444","0.76221023707128444","0.76221023707128444","-1.6495503538552035e-19","-1.8278347058679547e-18","1.3555221076504922e-18"
"510.0","0.74731272337621502","0.7473127233762149","0.74731272337621502","-1.6231226349064108e-19","-1.792502634241695e-18","1.3290262214776692e-18"
"520.0","0.73298554204790112","0.73298554204790101","0.73298554204790112","-1.5973814784693949e-19","-1.758501210498573e-18","1.3035448089705131e-18"
"530.0","0.71919660185261791","0.71919660185261791","0.71919660185261791","-1.5723120719912942e-19","-1.72575717312487e-18","1.2790207798696612e-18"
"540.0","0.70591617169076781","0.70591617169076781","0.70591617169076792","-1.5478985502436128e-19","-1.6942025037460171e-18","1.2554012433373964e-18"
"550.0","0.69311666781073655","0.69311666781073655","0.69311666781073655","-1.5241243173505248e-19","-1.6637739697678402e-18","1.232637129264507e-18"
"560.0","0.68077246361005184","0.68077246361005195","0.68077246361005195","-1.5009723070238918e-19","-1.6344127137003585e-18","1.210682849785285e-18"
"570.0","0.66885971927819099","0.6688597192781911","0.66885971927819099","-1.4784251922871442e-19","-1.6060638837442637e-18","1.1894959961116552e-18"
"580.0","0.65735622890991618","0.65735622890991607","0.65735622890991607","-1.4564655538614207e-19","-1.5786763009211969e-18","1.1690370664647057e-18"
"590.0","0.64624128303614303","0.64624128303614314","0.64624128303614303","-1.4350760146902285e-19","-1.5522021586303946e-18","1.1492692214482907e-18"
"600.0","0.63549554479020709","0.6354955447902072","0.63549554479020709","-1.4142393467101252e-19","-1.526596751031776e-18","1.1301580636918917e-18"
"610.0","0.62510093815881818","0.62510093815881818","0.62510093815881818","-1.3939385548665873e-19","-1.5018182271016851e-18","1.1116714390020385e-18"
"620.0","0.61504054696511568","0.61504054696511568","0.61504054696511568","-1.374156942473393e-19","-1.4778273675927287e-18","1.093779256614358e-18"
"630.0","0.60529852340140111","0.605298523401401","0.60529852340140111","-1.3548781612843138e-19","-1.4545873824629496e-18","1.0764533264413612e-18"
"640.0","0.59586000507556791","0.59586000507556802","0.59586000507556791","-1.3360862490454266e-19","-1.4320637266287887e-18","1.0596672114717854e-18"
"650.0","0.58671103966160898","0.5867110396616092","0.58671103966160909","-1.3177656568115544e-19","-1.4102239321481351e-18","1.0433960937024481e-18"
"660.0","0.57783851635392813","0.57783851635392802","0.57783851635392802","-1.2999012679077383e-19","-1.3890374551584314e-18","1.0276166521779888e-18"
"670.0","0.56923010341989699","0.56923010341989688","0.56923010341989699","-1.282478410089363e-19","-1.3684755360863987e-18","1.0123069518827447e-18"
"680.0","0.56087419122745397","0.56087419122745397","0.56087419122745397","-1.2654828621846928e-19","-1.3485110718127444e-18","9.9744634237554993e-19"
"690.0","0.55275984019622215","0.55275984019622215","0.55275984019622215","-1.2489008562796186e-19","-1.3291184986217789e-18","9.8301536518577213e-19"
"700.0","0.54487673318316487","0.54487673318316476","0.54487673318316476","-1.2327190763225039e-19","-1.3102736848940776e-18","9.6899566910034795e-19"
"710.0","0.53721513186848824","0.53721513186848824","0.53721513186848824","-1.216924653872685e-19","-1.2919538326134933e-18","9.5536993256890085e-19"
"720.0","0.5297658367554019","0.5297658367554019","0.5297658367554019","-1.2015051615934484e-19","-1.2741373868587906e-18","9.4212179253925359e-19"
"730.0","0.52252015043938294","0.52252015043938305","0.52252015043938305","-1.1864486049830304e-19","-1.2568039525381518e-18","9.292357791105071e-19"
"740.0","0.51546984383957839","0.51546984383957839","0.51546984383957839","-1.1717434127526105e-19","-1.2399342177020207e-18","9.1669725545675031e-19"
"750.0","0.50860712511752582","0.50860712511752582","0.50860712511752582","-1.1573784261883962e-19","-1.2235098828381827e-18","9.0449236253220992e-19"
"760.0","0.50192461103713248","0.50192461103713248","0.50192461103713248","-1.1433428877736017e-19","-1.2075135956138597e-18","8.9260796812011602e-19"
"770.0","0.49541530054521937","0.49541530054521932","0.49541530054521937","-1.1296264292988089e-19","-1.1919288905831621e-18","8.8103161983244351e-19"
"780.0","0.48907255037448816","0.48907255037448821","0.4890725503744881","-1.1162190596456494e-19","-1.1767401334263648e-18","8.6975150170796588e-19"
"790.0","0.48289005249064104","0.4828900524906411","0.48289005249064104","-1.1031111523961807e-19","-1.161932469329828e-18","8.5875639409145034e-19"
"800.0","0.47686181322316823","0.47686181322316828","0.47686181322316823","-1.0902934333901517e-19","-1.1474917751535322e-18","8.4803563650833244e-19"
"810.0","0.47098213393503774","0.47098213393503768","0.47098213393503779","-1.0777569683297986e-19","-1.1334046150669121e-18","8.3757909327736555e-19"
"820.0","0.46524559310058367","0.46524559310058378","0.46524559310058367","-1.0654931505114731e-19","-1.1196581993641383e-18","8.273771216286039e-19"
"830.0","0.4596470296734006","0.45964702967340054","0.45964702967340065","-1.0534936887464881e-19","-1.1062403461968565e-18","8.1742054211646057e-19"
"840.0","0.45418152763727571","0.45418152763727565","0.45418152763727571","-1.0417505955207754e-19","-1.0931394459869397e-18","8.0770061113748254e-19"
"850.0","0.44884440164317574","0.44884440164317579","0.44884440164317574","-1.0302561754311259e-19","-1.0803444283033472e-18","7.9820899538029712e-19"
"860.0","0.4436311836442911","0.4436311836442911","0.4436311836442911","-1.019003013925917e-19","-1.0678447310069928e-18","7.889377480511709e-19"
"870.0","0.43853761044920742","0.43853761044920736","0.43853761044920742","-1.0079839663717767e-19","-1.0556302714848726e-18","7.7987928673290284e-19"
"880.0","0.43355961212047422","0.43355961212047417","0.43355961212047422","-9.9719214745978543e-20","-1.0436914198108224e-18","7.7102637274774723e-19"
"890.0","0.42869330115237403","0.42869330115237408","0.42869330115237403","-9.8662092096029282e-20","-1.0320189736843027e-18","7.6237209190650176e-19"
"900.0","0.42393496236753236","0.42393496236753248","0.42393496236753248","-9.7626388983144985e-20","-1.0206041350117545e-18","7.5390983653641423e-19"
"910.0","0.41928104347731082","0.41928104347731088","0.41928104347731082","-9.6611488668219954e-20","-1.0094384880065325e-18","7.456332886899364e-19"
"920.0","0.41472814625566434","0.41472814625566445","0.41472814625566445","-9.561679645883305e-20","-9.9851397869406144e-19","7.3753640444481943e-19"
"930.0","0.41027301828048396","0.41027301828048396","0.41027301828048396","-9.4641738825773898e-20","-9.8782289571840771e-19","7.2961339921371963e-19"
"940.0","0.40591254520031955","0.40591254520031961","0.40591254520031955","-9.3685762553878596e-20","-9.7735785235502381e-19","7.2185873398841519e-19"
"950.0","0.4016437434879141","0.40164374348791415","0.4016437434879141","-9.2748333926547222e-20","-9.6711176964246733e-19","7.142671024500395e-19"
"960.0","0.39746375364519065","0.39746375364519071","0.39746375364519065","-9.1828937943061226e-20","-9.5707786055275893e-19","7.0683341888237883e-19"
"970.0","0.39336983382722313","0.39336983382722301","0.39336983382722318","-9.0927077567787282e-20","-9.4724961512682654e-19","6.9955280683053895e-19"
"980.0","0.38935935385537085","0.38935935385537085","0.38935935385537085","-9.0042273010375475e-20","-9.3762078650708524e-19","6.9242058845183633e-19"
"990.0","0.3854297895921624","0.38542978959216234","0.38542978959216234","-8.9174061035924811e-20","-9.2818537780489376e-19","6.854322745102308e-19"
"1000.0","0.38157871765267976","0.38157871765267964","0.38157871765267976","-8.8321994304048868e-20","-9.189376297452257e-19","6.7858355496934085e-19"
