"v / cm^-1","v / THz","I_IR,Norm / AU"
"93.0","2.78806981926","0.0082123445964"
"94.0","2.81804906463","0.00431323410193"
"95.0","2.84802831","0.00288586653032"
"96.0","2.87800755537","0.00221183646126"
"97.0","2.90798680074","0.00182436315398"
"98.0","2.93796604611","0.00157169770744"
"99.0","2.96794529147","0.00139344598668"
"100.0","2.99792453684","0.00126156646663"
"101.0","3.02790378221","0.00116150134193"
"102.0","3.05788302758","0.00108511462307"
"103.0","3.08786227295","0.00102771921714"
"104.0","3.11784151832","0.000986730093981"
"105.0","3.14782076369","0.000961059104321"
"106.0","3.17780000905","0.00095091710795"
"107.0","3.20777925442","0.000957919753289"
"108.0","3.23775849979","0.000985532543294"
"109.0","3.26773774516","0.00104004619528"
"110.0","3.29771699053","0.00113256115776"
"111.0","3.3276962359","0.0012831386283"
"112.0","3.35767548126","0.00153010237394"
"113.0","3.38765472663","0.0019530313889"
"114.0","3.417633972","0.0027374312262"
"115.0","3.44761321737","0.00438959355506"
"116.0","3.47759246274","0.0086009577017"
"117.0","3.50757170811","0.0214356592282"
"118.0","3.53755095347","0.0331450747124"
"119.0","3.56753019884","0.0143893695362"
"120.0","3.59750944421","0.00637606715429"
"121.0","3.62748868958","0.0036388658629"
"122.0","3.65746793495","0.00250023709045"
"123.0","3.68744718032","0.00196950779565"
"124.0","3.71742642569","0.00173186051904"
"125.0","3.74740567105","0.00167897457367"
"126.0","3.77738491642","0.00179304669788"
"127.0","3.80736416179","0.00214050850519"
"128.0","3.83734340716","0.00298941034586"
"129.0","3.86732265253","0.00522746382571"
"130.0","3.8973018979","0.00713176523956"
"131.0","3.92728114326","0.00709880632141"
"132.0","3.95726038863","0.0115576560881"
"133.0","3.987239634","0.0272539326732"
"134.0","4.01721887937","0.0523679939739"
"135.0","4.04719812474","0.0257207844951"
"136.0","4.07717737011","0.0105270913811"
"137.0","4.10715661548","0.00542412598883"
"138.0","4.13713586084","0.00329824525336"
"139.0","4.16711510621","0.00223433448254"
"140.0","4.19709435158","0.00162938699558"
"141.0","4.22707359695","0.00125266992908"
"142.0","4.25705284232","0.00100172793373"
"143.0","4.28703208769","0.000825692938669"
"144.0","4.31701133305","0.000697049326584"
"145.0","4.34699057842","0.000599873112281"
"146.0","4.37696982379","0.000524432408457"
"147.0","4.40694906916","0.000464506653998"
"148.0","4.43692831453","0.000415967486567"
"149.0","4.4669075599","0.000375986219399"
"150.0","4.49688680526","0.000342570757045"
"151.0","4.52686605063","0.000314284304077"
"152.0","4.556845296","0.000290068658301"
"153.0","4.58682454137","0.000269129889938"
"154.0","4.61680378674","0.000250862436702"
"155.0","4.64678303211","0.000234797529216"
"156.0","4.67676227748","0.000220567416858"
"157.0","4.70674152284","0.000207880087828"
"158.0","4.73672076821","0.000196501101892"
"159.0","4.76670001358","0.000186240333336"
"160.0","4.79667925895","0.000176942160854"
"161.0","4.82665850432","0.000168478114507"
"162.0","4.85663774969","0.000160741298937"
"163.0","4.88661699505","0.000153642117429"
"164.0","4.91659624042","0.00014710496011"
"165.0","4.94657548579","0.000141065614725"
"166.0","4.97655473116","0.000135469224577"
"167.0","5.00653397653","0.000130268664796"
"168.0","5.0365132219","0.000125423241347"
"169.0","5.06649246726","0.000120897641126"
"170.0","5.09647171263","0.000116661078959"
"171.0","5.126450958","0.000112686600158"
"172.0","5.15643020337","0.000108950506855"
"173.0","5.18640944874","0.000105431883446"
"174.0","5.21638869411","0.000102112201937"
"175.0","5.24636793948","9.89749920492e-05"
"176.0","5.27634718484","9.60055641331e-05"
"177.0","5.30632643021","9.31907753618e-05"
"178.0","5.33630567558","9.05188315864e-05"
"179.0","5.36628492095","8.79791187082e-05"
"180.0","5.39626416632","8.55620586037e-05"
"181.0","5.42624341169","8.32589855567e-05"
"182.0","5.45622265705","8.10620398947e-05"
"183.0","5.48620190242","7.89640761161e-05"
"184.0","5.51618114779","7.69585832682e-05"
"185.0","5.54616039316","7.50396157234e-05"
"186.0","5.57613963853","7.32017328095e-05"
"187.0","5.6061188839","7.14399460081e-05"
"188.0","5.63609812927","6.97496726403e-05"
"189.0","5.66607737463","6.81266951325e-05"
"190.0","5.69605662","6.6567125096e-05"
"191.0","5.72603586537","6.50673715718e-05"
"192.0","5.75601511074","6.36241128889e-05"
"193.0","5.78599435611","6.22342716659e-05"
"194.0","5.81597360148","6.08949925559e-05"
"195.0","5.84595284684","5.96036223888e-05"
"196.0","5.87593209221","5.8357692416e-05"
"197.0","5.90591133758","5.71549024029e-05"
"198.0","5.93589058295","5.59931063473e-05"
"199.0","5.96586982832","5.48702996348e-05"
"200.0","5.99584907369","5.37846074639e-05"
"201.0","6.02582831905","5.27342743975e-05"
"202.0","6.05580756442","5.17176549136e-05"
"203.0","6.08578680979","5.07332048468e-05"
"204.0","6.11576605516","4.97794736235e-05"
"205.0","6.14574530053","4.88550972044e-05"
"206.0","6.1757245459","4.79587916632e-05"
"207.0","6.20570379127","4.70893473326e-05"
"208.0","6.23568303663","4.62456234612e-05"
"209.0","6.265662282","4.54265433296e-05"
"210.0","6.29564152737","4.463108978e-05"
"211.0","6.32562077274","4.38583011191e-05"
"212.0","6.35560001811","4.31072673583e-05"
"213.0","6.38557926348","4.23771267592e-05"
"214.0","6.41555850884","4.16670626546e-05"
"215.0","6.44553775421","4.09763005225e-05"
"216.0","6.47551699958","4.03041052859e-05"
"217.0","6.50549624495","3.96497788221e-05"
"218.0","6.53547549032","3.90126576597e-05"
"219.0","6.56545473569","3.83921108491e-05"
"220.0","6.59543398105","3.77875379902e-05"
"221.0","6.62541322642","3.7198367404e-05"
"222.0","6.65539247179","3.66240544371e-05"
"223.0","6.68537171716","3.60640798861e-05"
"224.0","6.71535096253","3.55179485343e-05"
"225.0","6.7453302079","3.49851877891e-05"
"226.0","6.77530945327","3.44653464152e-05"
"227.0","6.80528869863","3.39579933522e-05"
"228.0","6.835267944","3.34627166138e-05"
"229.0","6.86524718937","3.29791222597e-05"
"230.0","6.89522643474","3.25068334357e-05"
"231.0","6.92520568011","3.20454894772e-05"
"232.0","6.95518492548","3.15947450705e-05"
"233.0","6.98516417084","3.11542694689e-05"
"234.0","7.01514341621","3.07237457585e-05"
"235.0","7.04512266158","3.03028701709e-05"
"236.0","7.07510190695","2.98913514399e-05"
"237.0","7.10508115232","2.94889101982e-05"
"238.0","7.13506039769","2.90952784123e-05"
"239.0","7.16503964306","2.87101988526e-05"
"240.0","7.19501888842","2.83334245976e-05"
"241.0","7.22499813379","2.79647185679e-05"
"242.0","7.25497737916","2.76038530911e-05"
"243.0","7.28495662453","2.72506094929e-05"
"244.0","7.3149358699","2.69047777157e-05"
"245.0","7.34491511527","2.65661559611e-05"
"246.0","7.37489436063","2.62345503563e-05"
"247.0","7.404873606","2.59097746434e-05"
"248.0","7.43485285137","2.55916498897e-05"
"249.0","7.46483209674","2.52800042192e-05"
"250.0","7.49481134211","2.49746725643e-05"
"251.0","7.52479058748","2.46754964365e-05"
"252.0","7.55476983284","2.43823237176e-05"
"253.0","7.58474907821","2.40950084682e-05"
"254.0","7.61472832358","2.38134107564e-05"
"255.0","7.64470756895","2.3537396505e-05"
"256.0","7.67468681432","2.32668373574e-05"
"257.0","7.70466605969","2.30016105634e-05"
"258.0","7.73464530506","2.27415988853e-05"
"259.0","7.76462455042","2.24866905247e-05"
"260.0","7.79460379579","2.22367790713e-05"
"261.0","7.82458304116","2.19917634752e-05"
"262.0","7.85456228653","2.17515480446e-05"
"263.0","7.8845415319","2.15160424705e-05"
"264.0","7.91452077727","2.12851618813e-05"
"265.0","7.94450002263","2.10588269307e-05"
"266.0","7.974479268","2.08369639218e-05"
"267.0","8.00445851337","2.06195049731e-05"
"268.0","8.03443775874","2.04063882305e-05"
"269.0","8.06441700411","2.01975581335e-05"
"270.0","8.09439624948","1.99929657412e-05"
"271.0","8.12437549484","1.97925691301e-05"
"272.0","8.15435474021","1.95963338727e-05"
"273.0","8.18433398558","1.94042336124e-05"
"274.0","8.21431323095","1.92162507505e-05"
"275.0","8.24429247632","1.90323772658e-05"
"276.0","8.27427172169","1.88526156916e-05"
"277.0","8.30425096706","1.86769802805e-05"
"278.0","8.33423021242","1.85054983946e-05"
"279.0","8.36420945779","1.83382121669e-05"
"280.0","8.39418870316","1.81751804914e-05"
"281.0","8.42416794853","1.80164814147e-05"
"282.0","8.4541471939","1.78622150177e-05"
"283.0","8.48412643927","1.77125069021e-05"
"284.0","8.51410568463","1.75675124273e-05"
"285.0","8.54408493","1.74274218806e-05"
"286.0","8.57406417537","1.72924668219e-05"
"287.0","8.60404342074","1.716292791e-05"
"288.0","8.63402266611","1.70391446165e-05"
"289.0","8.66400191148","1.69215273606e-05"
"290.0","8.69398115685","1.68105727731e-05"
"291.0","8.72396040221","1.67068830432e-05"
"292.0","8.75393964758","1.66111906384e-05"
"293.0","8.78391889295","1.65243901666e-05"
"294.0","8.81389813832","1.64475798345e-05"
"295.0","8.84387738369","1.63821159417e-05"
"296.0","8.87385662906","1.63296853093e-05"
"297.0","8.90383587442","1.62924027027e-05"
"298.0","8.93381511979","1.62729436028e-05"
"299.0","8.96379436516","1.62747277553e-05"
"300.0","8.99377361053","1.63021769361e-05"
"301.0","9.0237528559","1.63610832623e-05"
"302.0","9.05373210127","1.64591456557e-05"
"303.0","9.08371134663","1.66067681079e-05"
"304.0","9.113690592","1.6818276321e-05"
"305.0","9.14366983737","1.71138228195e-05"
"306.0","9.17364908274","1.75224633107e-05"
"307.0","9.20362832811","1.80873028018e-05"
"308.0","9.23360757348","1.88744633954e-05"
"309.0","9.26358681885","1.99894795645e-05"
"310.0","9.29356606421","2.16090304052e-05"
"311.0","9.32354530958","2.40467287712e-05"
"312.0","9.35352455495","2.79015479891e-05"
"313.0","9.38350380032","3.44301045713e-05"
"314.0","9.41348304569","4.66155829402e-05"
"315.0","9.44346229106","7.28137143384e-05"
"316.0","9.47344153642","0.000141757159135"
"317.0","9.50342078179","0.000350008428257"
"318.0","9.53340002716","0.000441341465734"
"319.0","9.56337927253","0.000183165974504"
"320.0","9.5933585179","8.62592686852e-05"
"321.0","9.62333776327","5.17362241999e-05"
"322.0","9.65331700863","3.64197086139e-05"
"323.0","9.683296254","2.84149735826e-05"
"324.0","9.71327549937","2.3721772856e-05"
"325.0","9.74325474474","2.07296551722e-05"
"326.0","9.77323399011","1.86965618744e-05"
"327.0","9.80321323548","1.72439145242e-05"
"328.0","9.83319248085","1.61627352015e-05"
"329.0","9.86317172621","1.53302183937e-05"
"330.0","9.89315097158","1.46704374598e-05"
"331.0","9.92313021695","1.41344347868e-05"
"332.0","9.95310946232","1.36895072269e-05"
"333.0","9.98308870769","1.33131415691e-05"
"334.0","10.0130679531","1.29894316011e-05"
"335.0","10.0430471984","1.27068817946e-05"
"336.0","10.0730264438","1.24570171468e-05"
"337.0","10.1030056892","1.22334781981e-05"
"338.0","10.1329849345","1.20314170766e-05"
"339.0","10.1629641799","1.18470854192e-05"
"340.0","10.1929434253","1.16775475799e-05"
"341.0","10.2229226706","1.15204774333e-05"
"342.0","10.252901916","1.13740120579e-05"
"343.0","10.2828811614","1.12366448106e-05"
"344.0","10.3128604067","1.11071461301e-05"
"345.0","10.3428396521","1.09845041465e-05"
"346.0","10.3728188975","1.08678796348e-05"
"347.0","10.4027981428","1.07565714867e-05"
"348.0","10.4327773882","1.06499899843e-05"
"349.0","10.4627566336","1.05476359259e-05"
"350.0","10.492735879","1.04490841831e-05"
"351.0","10.5227151243","1.03539706461e-05"
"352.0","10.5526943697","1.02619817826e-05"
"353.0","10.5826736151","1.01728462285e-05"
"354.0","10.6126528604","1.00863279708e-05"
"355.0","10.6426321058","1.0002220787e-05"
"356.0","10.6726113512","9.92034368394e-06"
"357.0","10.7025905965","9.84053713442e-06"
"358.0","10.7325698419","9.76265995704e-06"
"359.0","10.7625490873","9.68658671605e-06"
"360.0","10.7925283326","9.61220554453e-06"
"361.0","10.822507578","9.53941631378e-06"
"362.0","10.8524868234","9.46812908728e-06"
"363.0","10.8824660687","9.39826280983e-06"
"364.0","10.9124453141","9.32974419165e-06"
"365.0","10.9424245595","9.2625067549e-06"
"366.0","10.9724038048","9.19649001631e-06"
"367.0","11.0023830502","9.13163878381e-06"
"368.0","11.0323622956","9.06790254952e-06"
"369.0","11.062341541","9.00523496411e-06"
"370.0","11.0923207863","8.94359338035e-06"
"371.0","11.1223000317","8.88293845551e-06"
"372.0","11.1522792771","8.8232338041e-06"
"373.0","11.1822585224","8.76444569374e-06"
"374.0","11.2122377678","8.70654277815e-06"
"375.0","11.2422170132","8.64949586203e-06"
"376.0","11.2721962585","8.59327769364e-06"
"377.0","11.3021755039","8.53786278134e-06"
"378.0","11.3321547493","8.48322723088e-06"
"379.0","11.3621339946","8.42934860092e-06"
"380.0","11.39211324","8.3762057743e-06"
"381.0","11.4220924854","8.32377884323e-06"
"382.0","11.4520717307","8.27204900658e-06"
"383.0","11.4820509761","8.22099847796e-06"
"384.0","11.5120302215","8.17061040307e-06"
"385.0","11.5420094668","8.12086878553e-06"
"386.0","11.5719887122","8.07175841991e-06"
"387.0","11.6019679576","8.02326483139e-06"
"388.0","11.631947203","7.97537422115e-06"
"389.0","11.6619264483","7.92807341691e-06"
"390.0","11.6919056937","7.8813498281e-06"
"391.0","11.7218849391","7.83519140506e-06"
"392.0","11.7518641844","7.78958660196e-06"
"393.0","11.7818434298","7.74452434296e-06"
"394.0","11.8118226752","7.69999399136e-06"
"395.0","11.8418019205","7.65598532132e-06"
"396.0","11.8717811659","7.61248849204e-06"
"397.0","11.9017604113","7.56949402401e-06"
"398.0","11.9317396566","7.52699277726e-06"
"399.0","11.961718902","7.48497593135e-06"
"400.0","11.9916981474","7.44343496686e-06"
"401.0","12.0216773927","7.40236164846e-06"
"402.0","12.0516566381","7.36174800914e-06"
"403.0","12.0816358835","7.32158633572e-06"
"404.0","12.1116151288","7.28186915539e-06"
"405.0","12.1415943742","7.24258922329e-06"
"406.0","12.1715736196","7.20373951088e-06"
"407.0","12.201552865","7.16531319522e-06"
"408.0","12.2315321103","7.12730364899e-06"
"409.0","12.2615113557","7.08970443114e-06"
"410.0","12.2914906011","7.05250927823e-06"
"411.0","12.3214698464","7.01571209632e-06"
"412.0","12.3514490918","6.97930695335e-06"
"413.0","12.3814283372","6.94328807211e-06"
"414.0","12.4114075825","6.90764982353e-06"
"415.0","12.4413868279","6.87238672051e-06"
"416.0","12.4713660733","6.83749341203e-06"
"417.0","12.5013453186","6.80296467765e-06"
"418.0","12.531324564","6.76879542238e-06"
"419.0","12.5613038094","6.73498067178e-06"
"420.0","12.5912830547","6.70151556736e-06"
"421.0","12.6212623001","6.66839536229e-06"
"422.0","12.6512415455","6.63561541729e-06"
"423.0","12.6812207908","6.60317119674e-06"
"424.0","12.7112000362","6.57105826506e-06"
"425.0","12.7411792816","6.53927228325e-06"
"426.0","12.771158527","6.50780900559e-06"
"427.0","12.8011377723","6.4766642765e-06"
"428.0","12.8311170177","6.44583402766e-06"
"429.0","12.8610962631","6.41531427511e-06"
"430.0","12.8910755084","6.38510111667e-06"
"431.0","12.9210547538","6.35519072933e-06"
"432.0","12.9510339992","6.32557936684e-06"
"433.0","12.9810132445","6.29626335742e-06"
"434.0","13.0109924899","6.26723910157e-06"
"435.0","13.0409717353","6.23850306993e-06"
"436.0","13.0709509806","6.21005180128e-06"
"437.0","13.100930226","6.18188190065e-06"
"438.0","13.1309094714","6.15399003746e-06"
"439.0","13.1608887167","6.12637294375e-06"
"440.0","13.1908679621","6.09902741252e-06"
"441.0","13.2208472075","6.0719502961e-06"
"442.0","13.2508264528","6.0451385046e-06"
"443.0","13.2808056982","6.01858900445e-06"
"444.0","13.3107849436","5.99229881693e-06"
"445.0","13.340764189","5.96626501681e-06"
"446.0","13.3707434343","5.94048473108e-06"
"447.0","13.4007226797","5.91495513759e-06"
"448.0","13.4307019251","5.88967346392e-06"
"449.0","13.4606811704","5.86463698615e-06"
"450.0","13.4906604158","5.83984302772e-06"
"451.0","13.5206396612","5.81528895839e-06"
"452.0","13.5506189065","5.79097219314e-06"
"453.0","13.5805981519","5.76689019115e-06"
"454.0","13.6105773973","5.74304045487e-06"
"455.0","13.6405566426","5.71942052902e-06"
"456.0","13.670535888","5.69602799969e-06"
"457.0","13.7005151334","5.67286049346e-06"
"458.0","13.7304943787","5.64991567654e-06"
"459.0","13.7604736241","5.62719125396e-06"
"460.0","13.7904528695","5.60468496873e-06"
"461.0","13.8204321148","5.58239460109e-06"
"462.0","13.8504113602","5.56031796777e-06"
"463.0","13.8803906056","5.53845292123e-06"
"464.0","13.910369851","5.51679734899e-06"
"465.0","13.9403490963","5.49534917291e-06"
"466.0","13.9703283417","5.47410634856e-06"
"467.0","14.0003075871","5.45306686456e-06"
"468.0","14.0302868324","5.43222874194e-06"
"469.0","14.0602660778","5.41159003359e-06"
"470.0","14.0902453232","5.39114882359e-06"
"471.0","14.1202245685","5.37090322671e-06"
"472.0","14.1502038139","5.35085138782e-06"
"473.0","14.1801830593","5.33099148138e-06"
"474.0","14.2101623046","5.31132171085e-06"
"475.0","14.24014155","5.29184030827e-06"
"476.0","14.2701207954","5.2725455337e-06"
"477.0","14.3001000407","5.25343567477e-06"
"478.0","14.3300792861","5.23450904619e-06"
"479.0","14.3600585315","5.21576398931e-06"
"480.0","14.3900377768","5.19719887169e-06"
"481.0","14.4200170222","5.17881208662e-06"
"482.0","14.4499962676","5.16060205275e-06"
"483.0","14.479975513","5.14256721368e-06"
"484.0","14.5099547583","5.12470603751e-06"
"485.0","14.5399340037","5.10701701651e-06"
"486.0","14.5699132491","5.08949866671e-06"
"487.0","14.5998924944","5.07214952756e-06"
"488.0","14.6298717398","5.05496816154e-06"
"489.0","14.6598509852","5.03795315383e-06"
"490.0","14.6898302305","5.02110311196e-06"
"491.0","14.7198094759","5.0044166655e-06"
"492.0","14.7497887213","4.98789246573e-06"
"493.0","14.7797679666","4.97152918528e-06"
"494.0","14.809747212","4.95532551791e-06"
"495.0","14.8397264574","4.93928017813e-06"
"496.0","14.8697057027","4.92339190096e-06"
"497.0","14.8996849481","4.90765944163e-06"
"498.0","14.9296641935","4.8920815753e-06"
"499.0","14.9596434388","4.8766570968e-06"
"500.0","14.9896226842","4.86138482035e-06"
"501.0","15.0196019296","4.84626357933e-06"
"502.0","15.049581175","4.83129222602e-06"
"503.0","15.0795604203","4.81646963133e-06"
"504.0","15.1095396657","4.80179468463e-06"
"505.0","15.1395189111","4.78726629343e-06"
"506.0","15.1694981564","4.77288338324e-06"
"507.0","15.1994774018","4.7586448973e-06"
"508.0","15.2294566472","4.74454979639e-06"
"509.0","15.2594358925","4.73059705859e-06"
"510.0","15.2894151379","4.71678567913e-06"
"511.0","15.3193943833","4.70311467015e-06"
"512.0","15.3493736286","4.68958306052e-06"
"513.0","15.379352874","4.67618989568e-06"
"514.0","15.4093321194","4.6629342374e-06"
"515.0","15.4393113647","4.64981516367e-06"
"516.0","15.4692906101","4.63683176849e-06"
"517.0","15.4992698555","4.62398316169e-06"
"518.0","15.5292491008","4.61126846881e-06"
"519.0","15.5592283462","4.59868683092e-06"
"520.0","15.5892075916","4.58623740445e-06"
"521.0","15.619186837","4.57391936109e-06"
"522.0","15.6491660823","4.56173188757e-06"
"523.0","15.6791453277","4.54967418561e-06"
"524.0","15.7091245731","4.53774547171e-06"
"525.0","15.7391038184","4.52594497705e-06"
"526.0","15.7690830638","4.51427194737e-06"
"527.0","15.7990623092","4.50272564283e-06"
"528.0","15.8290415545","4.49130533788e-06"
"529.0","15.8590207999","4.4800103212e-06"
"530.0","15.8890000453","4.4688398955e-06"
"531.0","15.9189792906","4.4577933775e-06"
"532.0","15.948958536","4.44687009778e-06"
"533.0","15.9789377814","4.43606940066e-06"
"534.0","16.0089170267","4.42539064417e-06"
"535.0","16.0388962721","4.41483319989e-06"
"536.0","16.0688755175","4.4043964529e-06"
"537.0","16.0988547628","4.39407980168e-06"
"538.0","16.1288340082","4.38388265803e-06"
"539.0","16.1588132536","4.373804447e-06"
"540.0","16.188792499","4.36384460681e-06"
"541.0","16.2187717443","4.35400258877e-06"
"542.0","16.2487509897","4.34427785722e-06"
"543.0","16.2787302351","4.33466988947e-06"
"544.0","16.3087094804","4.32517817573e-06"
"545.0","16.3386887258","4.31580221906e-06"
"546.0","16.3686679712","4.30654153533e-06"
"547.0","16.3986472165","4.29739565312e-06"
"548.0","16.4286264619","4.28836411373e-06"
"549.0","16.4586057073","4.27944647112e-06"
"550.0","16.4885849526","4.27064229184e-06"
"551.0","16.518564198","4.26195115504e-06"
"552.0","16.5485434434","4.2533726524e-06"
"553.0","16.5785226887","4.24490638811e-06"
"554.0","16.6085019341","4.23655197886e-06"
"555.0","16.6384811795","4.22830905379e-06"
"556.0","16.6684604248","4.22017725451e-06"
"557.0","16.6984396702","4.21215623502e-06"
"558.0","16.7284189156","4.20424566177e-06"
"559.0","16.758398161","4.19644521359e-06"
"560.0","16.7883774063","4.18875458174e-06"
"561.0","16.8183566517","4.18117346985e-06"
"562.0","16.8483358971","4.17370159397e-06"
"563.0","16.8783151424","4.16633868254e-06"
"564.0","16.9082943878","4.15908447642e-06"
"565.0","16.9382736332","4.15193872889e-06"
"566.0","16.9682528785","4.14490120568e-06"
"567.0","16.9982321239","4.13797168497e-06"
"568.0","17.0282113693","4.13114995742e-06"
