"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","86.934606932183058","86.934606932183044","86.93460693218303","1.0007515362712327e-16","0.0","-1.7604428102128291e-16"
"20.0","14.089576384883486","14.089576384883488","14.089576384883486","1.7106118641198509e-17","0.0","-9.3599720472361136e-18"
"30.0","7.3242536372142233","7.3242536372142242","7.3242536372142233","7.4064735336623323e-18","0.0","-3.4845102039077789e-18"
"40.0","5.2415548667999552","5.2415548667999561","5.2415548667999552","4.4742488435897785e-18","0.0","-2.0033790118335452e-18"
"50.0","4.1947572073130877","4.1947572073130885","4.1947572073130877","3.1685452528933546e-18","0.0","-1.3404697783868618e-18"
"60.0","3.5307727148196442","3.5307727148196451","3.5307727148196442","2.4513466277200078e-18","0.0","-9.7649337543768445e-19"
"70.0","3.0581674665283778","3.0581674665283773","3.0581674665283778","2.0023357488470282e-18","0.0","-7.5429924872923376e-19"
"80.0","2.6997910274092365","2.699791027409236","2.699791027409236","1.6954907148143169e-18","0.0","-6.0845204477064927e-19"
"90.0","2.4170708642071861","2.4170708642071856","2.4170708642071861","1.4724453184531832e-18","0.0","-5.0723013466557834e-19"
"100.0","2.1878011585327983","2.1878011585327983","2.1878011585327983","1.3027961434977679e-18","0.0","-4.3376284589717282e-19"
"110.0","1.9979693286049391","1.9979693286049389","1.9979693286049391","1.169242005939816e-18","0.0","-3.784480501240667e-19"
"120.0","1.8381687363721897","1.8381687363721892","1.8381687363721897","1.061238511757614e-18","0.0","-3.3551481259317732e-19"
"130.0","1.7018004267365114","1.7018004267365117","1.7018004267365114","9.7199897118327688e-19","0.0","-3.0133301624313441e-19"
"140.0","1.5840790380827985","1.5840790380827983","1.5840790380827987","8.9695763139402675e-19","0.0","-2.7352842154567185e-19"
"150.0","1.4814422993120022","1.4814422993120024","1.4814422993120022","8.3292867861594504e-19","0.0","-2.5049487084993628e-19"
"160.0","1.3911808654666948","1.3911808654666951","1.3911808654666948","7.7762020896036887e-19","0.0","-2.3111329764463493e-19"
"170.0","1.311196442797304","1.3111964427973037","1.3111964427973042","7.2934015726876815e-19","0.0","-2.145835318003782e-19"
"180.0","1.2398384311552069","1.2398384311552064","1.2398384311552069","6.8681127937595134e-19","0.0","-2.0032015691771795e-19"
"190.0","1.175790562624289","1.175790562624289","1.1757905626242893","6.4905076346724111e-19","0.0","-1.8788605784773058e-19"
"200.0","1.1179904180746669","1.1179904180746671","1.1179904180746669","6.1528957073427217e-19","0.0","-1.7694886091027728e-19"
"210.0","1.065571153312884","1.0655711533128838","1.065571153312884","5.849169921752633e-19","0.0","-1.6725168042960614e-19"
"220.0","1.0178185755587286","1.0178185755587286","1.0178185755587286","5.5744166695404972e-19","0.0","-1.5859303834576872e-19"
"230.0","0.97413904215709157","0.97413904215709179","0.97413904215709157","5.3246361869897227e-19","0.0","-1.5081280411133964e-19"
"240.0","0.9340351236761274","0.9340351236761274","0.93403512367612751","5.0965383224380495e-19","0.0","-1.4378217036628847e-19"
"250.0","0.89708692498323583","0.89708692498323583","0.89708692498323594","4.8873909496144554e-19","0.0","-1.3739638697011437e-19"
"260.0","0.86293758753169669","0.86293758753169658","0.86293758753169669","4.6949058050592992e-19","0.0","-1.3156941408099635e-19"
"270.0","0.83128192107135224","0.83128192107135224","0.83128192107135224","4.5171513663567784e-19","0.0","-1.262299323330761e-19"
