"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","152.54488169158333","152.54488169158333","152.54488169158338","2.0457994050405944e-16","0.0","9.5606158663337704e-17"
"20.0","20.730695398499272","20.730695398499272","20.730695398499282","1.8004923292773539e-17","0.0","-4.7214555149068996e-18"
"30.0","10.178990677546569","10.178990677546567","10.178990677546572","6.4928322103019014e-18","0.0","-4.0765982316284333e-18"
"40.0","7.1284839467068251","7.1284839467068224","7.1284839467068277","3.5511195978506449e-18","0.0","-3.5614700433242932e-18"
"50.0","5.658303588091897","5.658303588091897","5.6583035880918997","2.4091405288435423e-18","0.0","-3.1511416706258228e-18"
"60.0","4.747634886065577","4.747634886065577","4.7476348860655779","1.8404919001854085e-18","0.0","-2.7997822655408966e-18"
"70.0","4.1071383329214326","4.1071383329214317","4.1071383329214335","1.5042801562899889e-18","0.0","-2.5023469908163991e-18"
"80.0","3.6242504523703221","3.6242504523703221","3.6242504523703234","1.2807284479764913e-18","0.0","-2.2525873598357835e-18"
"90.0","3.2443573044029876","3.2443573044029876","3.2443573044029881","1.1197416646034706e-18","0.0","-2.0427211781262932e-18"
"100.0","2.9366847912776959","2.9366847912776963","2.9366847912776968","9.9724713969934029e-19","0.0","-1.8653855922552104e-18"
"110.0","2.6820806800996628","2.6820806800996624","2.6820806800996633","9.0031688147769433e-19","0.0","-1.7143720891716416e-18"
"120.0","2.4677973789561594","2.4677973789561602","2.4677973789561616","8.2136703529226077e-19","0.0","-1.5846871695403118e-18"
"130.0","2.2849380888120652","2.2849380888120656","2.2849380888120661","7.5562712467698187e-19","0.0","-1.4723851149629605e-18"
"140.0","2.1270708622820527","2.1270708622820522","2.1270708622820531","6.999259672118576e-19","0.0","-1.3743602935746572e-18"
"150.0","1.9894162981610077","1.9894162981610077","1.9894162981610088","6.5206064374511846e-19","0.0","-1.2881613855728323e-18"
"160.0","1.8683430785598387","1.8683430785598389","1.8683430785598394","6.1044558371485139e-19","0.0","-1.2118416607893625e-18"
"170.0","1.7610404389994472","1.761040438999447","1.7610404389994474","5.7390598802361239e-19","0.0","-1.1438432460216771e-18"
"180.0","1.6652979123458709","1.6652979123458711","1.6652979123458715","5.4155023795256536e-19","0.0","-1.0829091320932015e-18"
"190.0","1.5793529227857621","1.5793529227857621","1.5793529227857628","5.1268782162039701e-19","0.0","-1.0280165776931143e-18"
"200.0","1.50178278804851","1.5017827880485102","1.5017827880485108","4.86774684537006e-19","0.0","-9.7832662942104396e-19"
"210.0","1.4314266212275162","1.4314266212275162","1.4314266212275171","4.6337574958378407e-19","0.0","-9.331456743932051e-19"
"220.0","1.367327850650351","1.3673278506503508","1.3673278506503515","4.4213854948241416e-19","0.0","-8.9189596641196615e-19"
"230.0","1.3086912529609795","1.3086912529609795","1.30869125296098","4.2277426245913368e-19","0.0","-8.5409286461697324e-19"
"240.0","1.2548503875780734","1.2548503875780734","1.2548503875780737","4.0504380619098134e-19","0.0","-8.1932711996214696e-19"
"250.0","1.2052426053803904","1.2052426053803902","1.2052426053803911","3.8874746553592446e-19","0.0","-7.872509826030721e-19"
"260.0","1.1593896521797364","1.1593896521797364","1.1593896521797367","3.7371703804239683e-19","0.0","-7.5756722230261716e-19"
"270.0","1.116882458485267","1.1168824584852672","1.1168824584852672","3.5980980502390148e-19","0.0","-7.3002038625097135e-19"
"280.0","1.0773690986442708","1.077369098644271","1.0773690986442714","3.4690384720229622e-19","0.0","-7.043897882650812e-19"
"290.0","1.0405451754121249","1.0405451754121249","1.0405451754121255","3.3489436472751184e-19","0.0","-6.8048384768664202e-19"
"300.0","1.0061460791019723","1.0061460791019721","1.0061460791019725","3.2369075709748662e-19","0.0","-6.5813548802266401e-19"
"310.0","0.9739407089015365","0.9739407089015365","0.97394070890153672","3.1321428472870938e-19","0.0","-6.3719837346689841e-19"
"320.0","0.94372634441702874","0.94372634441702874","0.94372634441702907","3.0339618049192245e-19","0.0","-6.1754381233640792e-19"
"330.0","0.91532442925134927","0.91532442925134916","0.91532442925134971","2.9417611274989985e-19","0.0","-5.9905819476258018e-19"
"340.0","0.8885770831237122","0.88857708312371209","0.88857708312371231","2.8550092545709416e-19","0.0","-5.8164086100472212e-19"
"350.0","0.86334420000589296","0.86334420000589318","0.8633442000058934","2.7732359846711882e-19","0.0","-5.6520231890400144e-19"
"360.0","0.83950102071355059","0.83950102071355071","0.83950102071355082","2.6960238421474619e-19","0.0","-5.4966274600896898e-19"
"370.0","0.8169360919920855","0.81693609199208572","0.81693609199208606","2.623000866815732e-19","0.0","-5.3495072505759465e-19"
"380.0","0.79554954226981656","0.79554954226981645","0.79554954226981667","2.5538345591515761e-19","0.0","-5.2100217173414387e-19"
"390.0","0.7752516182883582","0.77525161828835809","0.77525161828835831","2.4882267698337294e-19","0.0","-5.0775942162940248e-19"
"400.0","0.7559614377634496","0.75596143776344971","0.75596143776344993","2.4259093656059879e-19","0.0","-4.9517044963938812e-19"
"410.0","0.73760592181804063","0.73760592181804085","0.73760592181804108","2.3666405368635132e-19","0.0","-4.8318820003127392e-19"
"420.0","0.72011887771280292","0.72011887771280292","0.72011887771280314","2.3102016384783836e-19","0.0","-4.7177000938049272e-19"
"430.0","0.70344020778888072","0.70344020778888072","0.70344020778888117","2.2563944759057462e-19","0.0","-4.6087710776441236e-19"
"440.0","0.68751522484465899","0.68751522484465888","0.68751522484465932","2.2050389648571624e-19","0.0","-4.5047418615662719e-19"
"450.0","0.67229405762854155","0.67229405762854155","0.67229405762854177","2.1559711057636934e-19","0.0","-4.4052902003376285e-19"
"460.0","0.65773113292430552","0.65773113292430552","0.65773113292430585","2.1090412246133617e-19","0.0","-4.3101214088567922e-19"
"470.0","0.64378472297353273","0.64378472297353262","0.64378472297353306","2.064112440093251e-19","0.0","-4.2189654868932993e-19"
"480.0","0.63041654882886766","0.63041654882886766","0.630416548828868","2.0210593237245242e-19","0.0","-4.1315745952800985e-19"
"490.0","0.6175914317466038","0.6175914317466038","0.61759143174660402","1.979766725177783e-19","0.0","-4.047720834601985e-19"
"500.0","0.60527698597302326","0.60527698597302326","0.60527698597302337","1.9401287394528667e-19","0.0","-3.9671942850389117e-19"
"510.0","0.59344334730809634","0.59344334730809623","0.59344334730809656","1.9020477963003083e-19","0.0","-3.8898012723365415e-19"
"520.0","0.582062932683583","0.58206293268358311","0.58206293268358333","1.8654338553085411e-19","0.0","-3.8153628301286821e-19"
"530.0","0.57111022670297062","0.57111022670297062","0.57111022670297074","1.8302036926045849e-19","0.0","-3.7437133332220729e-19"
"540.0","0.56056159168417452","0.56056159168417452","0.56056159168417463","1.7962802672151466e-19","0.0","-3.6746992801275013e-19"
"550.0","0.55039509824349342","0.55039509824349353","0.55039509824349375","1.7635921568866698e-19","0.0","-3.6081782062097588e-19"
"560.0","0.54059037387782949","0.54059037387782949","0.54059037387782971","1.7320730546314082e-19","0.0","-3.5440177114326119e-19"
"570.0","0.53112846735539354","0.53112846735539354","0.53112846735539376","1.7016613185004017e-19","0.0","-3.4820945888777017e-19"
"580.0","0.52199172702414542","0.52199172702414554","0.52199172702414565","1.6722995681256329e-19","0.0","-3.4222940420849157e-19"
"590.0","0.51316369140105278","0.51316369140105278","0.513163691401053","1.643934322454659e-19","0.0","-3.3645089808507151e-19"
