"v / cm^-1","I_Norm / AU"
"-512.34615","6.67174998208e-07"
"-511.84615","6.67899103039e-07"
"-511.34615","6.68624823389e-07"
"-510.84615","6.69352164567e-07"
"-510.34615","6.70081131902e-07"
"-509.84615","6.70811730747e-07"
"-509.34615","6.71543966478e-07"
"-508.84615","6.72277844494e-07"
"-508.34615","6.73013370215e-07"
"-507.84615","6.73750549087e-07"
"-507.34615","6.74489386578e-07"
"-506.84615","6.75229888177e-07"
"-506.34615","6.759720594e-07"
"-505.84615","6.76715905784e-07"
"-505.34615","6.77461432892e-07"
"-504.84615","6.78208646308e-07"
"-504.34615","6.78957551643e-07"
"-503.84615","6.79708154529e-07"
"-503.34615","6.80460460624e-07"
"-502.84615","6.8121447561e-07"
"-502.34615","6.81970205194e-07"
"-501.84615","6.82727655106e-07"
"-501.34615","6.83486831101e-07"
"-500.84615","6.84247738961e-07"
"-500.34615","6.85010384491e-07"
"-499.84615","6.8577477352e-07"
"-499.34615","6.86540911905e-07"
"-498.84615","6.87308805527e-07"
"-498.34615","6.88078460291e-07"
"-497.84615","6.88849882131e-07"
"-497.34615","6.89623077003e-07"
"-496.84615","6.90398050891e-07"
"-496.34615","6.91174809805e-07"
"-495.84615","6.91953359781e-07"
"-495.34615","6.92733706881e-07"
"-494.84615","6.93515857193e-07"
"-494.34615","6.94299816832e-07"
"-493.84615","6.95085591941e-07"
"-493.34615","6.95873188687e-07"
"-492.84615","6.96662613267e-07"
"-492.34615","6.97453871903e-07"
"-491.84615","6.98246970845e-07"
"-491.34615","6.9904191637e-07"
"-490.84615","6.99838714784e-07"
"-490.34615","7.0063737242e-07"
"-489.84615","7.01437895637e-07"
"-489.34615","7.02240290825e-07"
"-488.84615","7.03044564401e-07"
"-488.34615","7.03850722809e-07"
"-487.84615","7.04658772523e-07"
"-487.34615","7.05468720045e-07"
"-486.84615","7.06280571906e-07"
"-486.34615","7.07094334667e-07"
"-485.84615","7.07910014916e-07"
"-485.34615","7.08727619271e-07"
"-484.84615","7.0954715438e-07"
"-484.34615","7.1036862692e-07"
"-483.84615","7.11192043598e-07"
"-483.34615","7.12017411151e-07"
"-482.84615","7.12844736346e-07"
"-482.34615","7.1367402598e-07"
"-481.84615","7.14505286879e-07"
"-481.34615","7.15338525903e-07"
"-480.84615","7.1617374994e-07"
"-480.34615","7.17010965908e-07"
"-479.84615","7.1785018076e-07"
"-479.34615","7.18691401476e-07"
"-478.84615","7.19534635069e-07"
"-478.34615","7.20379888584e-07"
"-477.84615","7.21227169099e-07"
"-477.34615","7.2207648372e-07"
"-476.84615","7.22927839588e-07"
"-476.34615","7.23781243876e-07"
"-475.84615","7.24636703789e-07"
"-475.34615","7.25494226564e-07"
"-474.84615","7.26353819471e-07"
"-474.34615","7.27215489815e-07"
"-473.84615","7.28079244931e-07"
"-473.34615","7.28945092189e-07"
"-472.84615","7.29813038993e-07"
"-472.34615","7.30683092779e-07"
"-471.84615","7.31555261018e-07"
"-471.34615","7.32429551216e-07"
"-470.84615","7.33305970911e-07"
"-470.34615","7.34184527677e-07"
"-469.84615","7.35065229122e-07"
"-469.34615","7.35948082889e-07"
"-468.84615","7.36833096657e-07"
"-468.34615","7.37720278138e-07"
"-467.84615","7.38609635081e-07"
"-467.34615","7.39501175271e-07"
"-466.84615","7.40394906528e-07"
"-466.34615","7.41290836707e-07"
"-465.84615","7.42188973702e-07"
"-465.34615","7.4308932544e-07"
"-464.84615","7.43991899888e-07"
"-464.34615","7.44896705047e-07"
"-463.84615","7.45803748956e-07"
"-463.34615","7.46713039693e-07"
"-462.84615","7.4762458537e-07"
"-462.34615","7.4853839414e-07"
"-461.84615","7.49454474192e-07"
"-461.34615","7.50372833753e-07"
"-460.84615","7.5129348109e-07"
"-460.34615","7.52216424505e-07"
"-459.84615","7.53141672344e-07"
"-459.34615","7.54069232986e-07"
"-458.84615","7.54999114855e-07"
"-458.34615","7.55931326409e-07"
"-457.84615","7.5686587615e-07"
"-457.34615","7.57802772617e-07"
"-456.84615","7.58742024391e-07"
"-456.34615","7.59683640091e-07"
"-455.84615","7.60627628379e-07"
"-455.34615","7.61573997957e-07"
"-454.84615","7.62522757567e-07"
"-454.34615","7.63473915993e-07"
"-453.84615","7.6442748206e-07"
"-453.34615","7.65383464636e-07"
"-452.84615","7.66341872629e-07"
"-452.34615","7.67302714991e-07"
"-451.84615","7.68266000715e-07"
"-451.34615","7.69231738838e-07"
"-450.84615","7.70199938438e-07"
"-450.34615","7.71170608639e-07"
"-449.84615","7.72143758606e-07"
"-449.34615","7.73119397549e-07"
"-448.84615","7.7409753472e-07"
"-448.34615","7.75078179418e-07"
"-447.84615","7.76061340984e-07"
"-447.34615","7.77047028805e-07"
"-446.84615","7.78035252313e-07"
"-446.34615","7.79026020984e-07"
"-445.84615","7.80019344341e-07"
"-445.34615","7.81015231952e-07"
"-444.84615","7.82013693431e-07"
"-444.34615","7.83014738437e-07"
"-443.84615","7.84018376679e-07"
"-443.34615","7.8502461791e-07"
"-442.84615","7.8603347193e-07"
"-442.34615","7.87044948587e-07"
"-441.84615","7.88059057778e-07"
"-441.34615","7.89075809446e-07"
"-440.84615","7.90095213582e-07"
"-440.34615","7.91117280228e-07"
"-439.84615","7.92142019472e-07"
"-439.34615","7.93169441453e-07"
"-438.84615","7.94199556358e-07"
"-438.34615","7.95232374424e-07"
"-437.84615","7.96267905938e-07"
"-437.34615","7.97306161239e-07"
"-436.84615","7.98347150713e-07"
"-436.34615","7.993908848e-07"
"-435.84615","8.0043737399e-07"
"-435.34615","8.01486628823e-07"
"-434.84615","8.02538659893e-07"
"-434.34615","8.03593477845e-07"
"-433.84615","8.04651093377e-07"
"-433.34615","8.05711517238e-07"
"-432.84615","8.06774760232e-07"
"-432.34615","8.07840833215e-07"
"-431.84615","8.08909747098e-07"
"-431.34615","8.09981512844e-07"
"-430.84615","8.11056141472e-07"
"-430.34615","8.12133644055e-07"
"-429.84615","8.1321403172e-07"
"-429.34615","8.14297315651e-07"
"-428.84615","8.15383507086e-07"
"-428.34615","8.1647261732e-07"
"-427.84615","8.17564657705e-07"
"-427.34615","8.18659639647e-07"
"-426.84615","8.19757574611e-07"
"-426.34615","8.20858474119e-07"
"-425.84615","8.2196234975e-07"
"-425.34615","8.23069213142e-07"
"-424.84615","8.24179075991e-07"
"-424.34615","8.2529195005e-07"
"-423.84615","8.26407847134e-07"
"-423.34615","8.27526779116e-07"
"-422.84615","8.28648757928e-07"
"-422.34615","8.29773795563e-07"
"-421.84615","8.30901904075e-07"
"-421.34615","8.32033095577e-07"
"-420.84615","8.33167382247e-07"
"-420.34615","8.3430477632e-07"
"-419.84615","8.35445290097e-07"
"-419.34615","8.36588935938e-07"
"-418.84615","8.37735726268e-07"
"-418.34615","8.38885673576e-07"
"-417.84615","8.40038790411e-07"
"-417.34615","8.4119508939e-07"
"-416.84615","8.42354583191e-07"
"-416.34615","8.4351728456e-07"
"-415.84615","8.44683206304e-07"
"-415.34615","8.45852361301e-07"
"-414.84615","8.47024762489e-07"
"-414.34615","8.48200422878e-07"
"-413.84615","8.4937935554e-07"
"-413.34615","8.50561573617e-07"
"-412.84615","8.51747090319e-07"
"-412.34615","8.52935918921e-07"
"-411.84615","8.54128072771e-07"
"-411.34615","8.55323565281e-07"
"-410.84615","8.56522409936e-07"
"-410.34615","8.57724620289e-07"
"-409.84615","8.58930209965e-07"
"-409.34615","8.60139192656e-07"
"-408.84615","8.61351582129e-07"
"-408.34615","8.62567392222e-07"
"-407.84615","8.63786636842e-07"
"-407.34615","8.65009329971e-07"
"-406.84615","8.66235485664e-07"
"-406.34615","8.67465118049e-07"
"-405.84615","8.68698241327e-07"
"-405.34615","8.69934869774e-07"
"-404.84615","8.7117501774e-07"
"-404.34615","8.72418699652e-07"
"-403.84615","8.73665930012e-07"
"-403.34615","8.74916723396e-07"
"-402.84615","8.76171094461e-07"
"-402.34615","8.77429057937e-07"
"-401.84615","8.78690628635e-07"
"-401.34615","8.79955821441e-07"
"-400.84615","8.81224651323e-07"
"-400.34615","8.82497133325e-07"
"-399.84615","8.83773282574e-07"
"-399.34615","8.85053114274e-07"
"-398.84615","8.86336643712e-07"
"-398.34615","8.87623886256e-07"
"-397.84615","8.88914857354e-07"
"-397.34615","8.90209572539e-07"
"-396.84615","8.91508047424e-07"
"-396.34615","8.92810297707e-07"
"-395.84615","8.94116339171e-07"
"-395.34615","8.95426187681e-07"
"-394.84615","8.96739859189e-07"
"-394.34615","8.98057369731e-07"
"-393.84615","8.99378735431e-07"
"-393.34615","9.00703972497e-07"
"-392.84615","9.02033097227e-07"
"-392.34615","9.03366126005e-07"
"-391.84615","9.04703075304e-07"
"-391.34615","9.06043961687e-07"
"-390.84615","9.07388801804e-07"
"-390.34615","9.08737612399e-07"
"-389.84615","9.10090410302e-07"
"-389.34615","9.11447212439e-07"
"-388.84615","9.12808035824e-07"
"-388.34615","9.14172897566e-07"
"-387.84615","9.15541814867e-07"
"-387.34615","9.16914805022e-07"
"-386.84615","9.18291885419e-07"
"-386.34615","9.19673073545e-07"
"-385.84615","9.2105838698e-07"
"-385.34615","9.22447843399e-07"
"-384.84615","9.23841460577e-07"
"-384.34615","9.25239256385e-07"
"-383.84615","9.26641248791e-07"
"-383.34615","9.28047455865e-07"
"-382.84615","9.29457895774e-07"
"-382.34615","9.30872586785e-07"
"-381.84615","9.32291547269e-07"
"-381.34615","9.33714795695e-07"
"-380.84615","9.35142350636e-07"
"-380.34615","9.36574230767e-07"
"-379.84615","9.38010454868e-07"
"-379.34615","9.39451041822e-07"
"-378.84615","9.40896010618e-07"
"-378.34615","9.42345380351e-07"
"-377.84615","9.4379917022e-07"
"-377.34615","9.45257399534e-07"
"-376.84615","9.46720087708e-07"
"-376.34615","9.48187254267e-07"
"-375.84615","9.49658918846e-07"
"-375.34615","9.51135101186e-07"
"-374.84615","9.52615821145e-07"
"-374.34615","9.54101098687e-07"
"-373.84615","9.55590953892e-07"
"-373.34615","9.57085406952e-07"
"-372.84615","9.58584478172e-07"
"-372.34615","9.60088187973e-07"
"-371.84615","9.61596556891e-07"
"-371.34615","9.63109605578e-07"
"-370.84615","9.64627354804e-07"
"-370.34615","9.66149825456e-07"
"-369.84615","9.67677038541e-07"
"-369.34615","9.69209015182e-07"
"-368.84615","9.70745776628e-07"
