"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","177.57674815037581","177.57674815037586","177.57674815037581","-1.5977017087708344e-16","0.0","-2.0805198362253434e-16"
"20.0","32.353353670744049","32.353353670744042","32.353353670744049","-1.1332475612090965e-17","0.0","-1.9550396685671147e-18"
"30.0","20.854706196972444","20.854706196972444","20.854706196972444","-1.0085716570775341e-18","0.0","3.5134393355400289e-18"
"40.0","16.521018204497874","16.521018204497874","16.521018204497878","9.2353048038530974e-19","0.0","3.077314991750391e-18"
"50.0","13.82519230030481","13.825192300304803","13.825192300304808","1.3772441959550751e-18","0.0","2.48258966592846e-18"
"60.0","11.884251718998174","11.884251718998174","11.884251718998174","1.4460382415554734e-18","0.0","2.0477385735342805e-18"
"70.0","10.405499820453134","10.405499820453132","10.405499820453134","1.3978374861312692e-18","0.0","1.7363983490827782e-18"
"80.0","9.2416521704152199","9.2416521704152235","9.2416521704152199","1.3149352376027953e-18","0.0","1.5062366838016784e-18"
"90.0","8.3036696769168881","8.3036696769168898","8.3036696769168881","1.2256817947435147e-18","0.0","1.3300261908706831e-18"
"100.0","7.5331168964946498","7.5331168964946507","7.5331168964946498","1.1401551167380969e-18","0.0","1.1909842316479638e-18"
"110.0","6.8898453099300809","6.8898453099300809","6.8898453099300809","1.0616525137019577e-18","0.0","1.078501640050814e-18"
"120.0","6.3453784198116781","6.3453784198116798","6.3453784198116781","9.9084287666223125e-19","0.0","9.8561990460813291e-19"
"130.0","5.8790015616913855","5.8790015616913882","5.8790015616913864","9.2738540971562506e-19","0.0","9.076075065511388e-19"
"140.0","5.4753201680661432","5.4753201680661432","5.4753201680661441","8.7059001382672801e-19","0.0","8.4114171441293663e-19"
"150.0","5.122677465767393","5.1226774657673912","5.122677465767393","8.1969069439383531e-19","0.0","7.8382251499846372e-19"
"160.0","4.8120993552707487","4.8120993552707469","4.8120993552707487","7.7395566424210661e-19","0.0","7.3387353442349543e-19"
"170.0","4.5365737782053381","4.5365737782053381","4.5365737782053381","7.3272687167053824e-19","0.0","6.8995179792917605e-19"
"180.0","4.2905481267087495","4.2905481267087504","4.2905481267087495","6.9542903958592959e-19","0.0","6.5102300695737048e-19"
"190.0","4.0695721040856911","4.0695721040856894","4.0695721040856903","6.6156602452262837e-19","0.0","6.1627752276702373e-19"
"200.0","3.8700396128352641","3.8700396128352645","3.8700396128352637","6.3071249882404644e-19","0.0","5.8507238411413651e-19"
"210.0","3.6889993146401352","3.6889993146401361","3.6889993146401352","6.0250451881879794e-19","0.0","5.5689041710322124e-19"
"220.0","3.5240136165855867","3.5240136165855867","3.5240136165855875","5.7663049622722642e-19","0.0","5.3131083491589172e-19"
"230.0","3.3730523354852764","3.3730523354852764","3.3730523354852764","5.5282314423485875e-19","0.0","5.0798772780365115e-19"
"240.0","3.2344115492274002","3.2344115492274002","3.2344115492274002","5.3085253906383494e-19","0.0","4.866340768417789e-19"
"250.0","3.1066509825009936","3.106650982500994","3.1066509825009936","5.1052025111526234e-19","0.0","4.6700970283190014e-19"
"260.0","2.9885451976938708","2.9885451976938713","2.9885451976938708","4.916544282143141e-19","0.0","4.4891206347730589e-19"
"270.0","2.8790451848180996","2.8790451848181","2.8790451848180996","4.7410569533274405e-19","0.0","4.3216914221701156e-19"
"280.0","2.7772478671849172","2.7772478671849172","2.7772478671849172","4.5774374050147529e-19","0.0","4.1663389358455469e-19"
"290.0","2.6823716916926026","2.6823716916926026","2.6823716916926026","4.424544710931971e-19","0.0","4.0217986104992027e-19"
"300.0","2.5937369390601628","2.5937369390601628","2.5937369390601628","4.2813764150011387e-19","0.0","3.8869768801418008e-19"
"310.0","2.51074972681849","2.5107497268184904","2.51074972681849","4.1470486944730624e-19","0.0","3.7609231625706919e-19"
