"","Kappa / W K-1 m-1"
"T / K","xx","yy","zz","yz","xz","xy"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10.0","266.99868862473255","266.99868862473255","266.99868862473255","4.5804566260303944e-16","0.0","4.8642932046626918e-16"
"20.0","32.292418081247526","32.292418081247519","32.292418081247526","4.1362346272944554e-17","0.0","1.8336456479984009e-17"
"30.0","14.970409630355601","14.970409630355601","14.970409630355601","1.7348305845338568e-17","0.0","4.619162467530049e-18"
"40.0","10.239565133458292","10.239565133458292","10.239565133458292","1.132079715987846e-17","0.0","2.6069982212944635e-18"
"50.0","8.0628234848876961","8.0628234848876943","8.0628234848876961","8.6249487303166554e-18","0.0","2.0006204736179175e-18"
"60.0","6.750638623963046","6.750638623963046","6.750638623963046","7.0468745965939856e-18","0.0","1.7031630299626802e-18"
"70.0","5.8393561154241258","5.8393561154241249","5.8393561154241258","5.9864114723305271e-18","0.0","1.5069056128852535e-18"
"80.0","5.1557006054308916","5.1557006054308916","5.1557006054308916","5.2150125420924142e-18","0.0","1.3573432253826654e-18"
"90.0","4.6185922458921445","4.6185922458921436","4.6185922458921445","4.6247327205108906e-18","0.0","1.2357349476948311e-18"
"100.0","4.1835109802288848","4.1835109802288848","4.1835109802288848","4.1568195450762631e-18","0.0","1.1337055393929632e-18"
"110.0","3.8231857495286161","3.8231857495286161","3.8231857495286161","3.7760455697554291e-18","0.0","1.0465648540966535e-18"
"120.0","3.5196221317745704","3.5196221317745682","3.51962213177457","3.4597837036078545e-18","0.0","9.7124014829956106e-19"
"130.0","3.2603143303502544","3.2603143303502553","3.2603143303502553","3.1927385597698442e-18","0.0","9.0552211984764369e-19"
"140.0","3.036235960620608","3.036235960620608","3.036235960620608","2.9641551543163143e-18","0.0","8.4773745990782748e-19"
"150.0","2.8406810289993687","2.8406810289993687","2.8406810289993687","2.7662295764031707e-18","0.0","7.9658012374656737e-19"
"160.0","2.6685514904150986","2.6685514904150995","2.6685514904150986","2.5931514403286306e-18","0.0","7.5101111015199259e-19"
"170.0","2.5158975200213507","2.5158975200213507","2.5158975200213507","2.4405002318951994e-18","0.0","7.1019260848133712e-19"
"180.0","2.3796093958516713","2.3796093958516709","2.3796093958516713","2.3048503570049882e-18","0.0","6.7344182789571518e-19"
"190.0","2.2572046281993261","2.2572046281993265","2.2572046281993261","2.1835045931712164e-18","0.0","6.401972927071761e-19"
"200.0","2.1466771767909569","2.1466771767909569","2.1466771767909569","2.0743093915038611e-18","0.0","6.0999359504567556e-19"
"210.0","2.0463883801187168","2.0463883801187168","2.0463883801187164","1.9755239510493522e-18","0.0","5.8244214667891083e-19"
"220.0","1.9549866219135343","1.9549866219135341","1.9549866219135343","1.8857255492491947e-18","0.0","5.5721631151678786e-19"
"230.0","1.8713472238244511","1.8713472238244511","1.8713472238244511","1.8037398786311567e-18","0.0","5.3403980071045675e-19"
"240.0","1.7945268399713608","1.7945268399713608","1.7945268399713608","1.7285889787020049e-18","0.0","5.126775328090248e-19"
"250.0","1.7237284195433558","1.7237284195433555","1.7237284195433558","1.6594517704751777e-18","0.0","4.9292837751263668e-19"
"260.0","1.658273982893445","1.658273982893445","1.6582739828934452","1.5956337627368942e-18","0.0","4.7461935236311049e-19"
"270.0","1.5975832501202738","1.5975832501202738","1.5975832501202738","1.5365435299295193e-18","0.0","4.5760094951474708e-19"
"280.0","1.5411567052494017","1.5411567052494017","1.5411567052494017","1.4816742553923393e-18","0.0","4.4174334812642476e-19"
"290.0","1.4885620585156467","1.4885620585156465","1.4885620585156467","1.4305891091240528e-18","0.0","4.2693332567911336e-19"
"300.0","1.4394233377751846","1.4394233377751844","1.4394233377751846","1.3829095602690731e-18","0.0","4.1307172453175858e-19"
"310.0","1.3934120327343578","1.3934120327343578","1.3934120327343578","1.3383059584413916e-18","0.0","4.0007136233823773e-19"
"320.0","1.3502398556300137","1.3502398556300137","1.3502398556300141","1.2964898855222444e-18","0.0","3.8785529941322661e-19"
"330.0","1.3096527848165556","1.3096527848165556","1.3096527848165556","1.2572079010411938e-18","0.0","3.763553947948281e-19"
"340.0","1.2714261340547024","1.2714261340547028","1.2714261340547026","1.2202363933480228e-18","0.0","3.6551109708016777e-19"
"350.0","1.2353604475296875","1.2353604475296873","1.2353604475296871","1.1853773148328646e-18","0.0","3.5526842718304539e-19"
"360.0","1.2012780639255558","1.2012780639255558","1.2012780639255558","1.1524546289033171e-18","0.0","3.4557911877228616e-19"
"370.0","1.1690202259179452","1.1690202259179454","1.1690202259179452","1.1213113337949832e-18","0.0","3.3639988888250056e-19"
"380.0","1.1384446368538454","1.1384446368538457","1.1384446368538454","1.0918069567737801e-18","0.0","3.2769181648438033e-19"
"390.0","1.1094233860717828","1.109423386071783","1.1094233860717828","1.0638154341744102e-18","0.0","3.1941981098906113e-19"
"400.0","1.0818411796757004","1.0818411796757004","1.0818411796757006","1.0372233096657031e-18","0.0","3.1155215598912913e-19"
"410.0","1.0555938256404367","1.0555938256404367","1.0555938256404367","1.0119281963497084e-18","0.0","3.0406011619794168e-19"
"420.0","1.0305869316631451","1.0305869316631451","1.0305869316631451","9.8783745867881139e-19","0.0","2.9691759768304974e-19"
